,Accessibility_Support,CreationDate,EditDate,GlobalID,Instructions,OBJECTID,Outside_FID,Same_Day_Results,State,Wheelchair_Accessible,agency,agencytype,agencyurl,appt_only,bulk_upload,call_first,comments,county,data_source,drive_through,end_date,facility_type,facilityid,filter,fine_print,fulladdr,health_dept_url,minimum_age_vaccine,municipality,name,numvehicles,offers_vaccine,operhours,phone,public_form,red_flag,referral_required,services_offered_onsite,start_date,status,take_home_test,test_processing,testcapacity,type_of_test,vaccine_url,vehicle_required,virtual_screening,vol_note
1351,,2021-01-15T23:34:35.935Z,2021-01-15T23:34:35.935Z,af189d00-25c6-4223-97e2-74ef37f5c4c8,"To learn more about COVID-19 vaccine eligibility, visit <a href=""https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx"" target=""_blank"">https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx</a>.",47669.0,934,No,TX,,,Private,http://www.owldrugrx.com/,Yes,1,,"Visit <a href=""https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b"" target=""_blank"">https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b</a> to see updated information about vaccine availability at this site and others in your area.",Coleman,https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b,,1970-01-01T00:00:00Z,Retail,934,,no,"312 Commercial, Coleman, TX",https://www.dshs.texas.gov/coronavirus/,,Coleman,Owl Drug Store,,Yes,,(325) 625-2178,no,no,No,none,1970-01-01T00:00:00Z,Open,No,na,,none,https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx,,,
1352,,2021-01-15T23:34:37.544Z,2021-02-07T18:59:05.350Z,0ad44210-307e-4304-b17c-bed5bec1bf87,"To learn more about COVID-19 vaccine eligibility, visit <a href=""https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx"" target=""_blank"">https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx</a>.",47678.0,984,No,TX,,,Private,http://www.kroger.com/stores/details/035/00870?cid=loc_03500870PP_gmb,Yes,1,,"Visit <a href=""https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b"" target=""_blank"">https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b</a> to see updated information about vaccine availability at this site and others in your area.",Dallas,https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b,,1970-01-01T00:00:00Z,Retail,984,,no,"3770 Belt Line Rd, Addison, TX",https://www.dshs.texas.gov/coronavirus/,,Addison,Kroger Pharmacy 870,,Yes,,(972) 620-0349,no,no,No,none,1970-01-01T00:00:00Z,Open,No,na,,none,https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx,,,
1353,,2021-01-15T23:34:38.201Z,2021-02-07T18:59:05.350Z,c2312eca-c477-4fb2-9bac-01252d3dddcf,"To learn more about COVID-19 vaccine eligibility, visit <a href=""https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx"" target=""_blank"">https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx</a>.",47681.0,986,No,TX,,,Private,http://www.kroger.com/stores/details/035/00527?cid=loc_03500527PP_gmb,Yes,1,,"Visit <a href=""https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b"" target=""_blank"">https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b</a> to see updated information about vaccine availability at this site and others in your area.",Dallas,https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b,,1970-01-01T00:00:00Z,Retail,986,,no,"200 W Camp Wisdom Rd, Duncanville, TX",https://www.dshs.texas.gov/coronavirus/,,Duncanville,Kroger Pharmacy 527,,Yes,,(972) 298-6255,no,no,No,none,1970-01-01T00:00:00Z,Open,No,na,,none,https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx,,,
1354,,2021-01-15T23:34:39.091Z,2021-02-07T18:59:05.350Z,c5beeb43-5e9e-4589-b028-0e442e5023ff,"To learn more about COVID-19 vaccine eligibility, visit <a href=""https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx"" target=""_blank"">https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx</a>.",47686.0,990,No,TX,,,Private,http://www.kroger.com/stores/details/035/00521?cid=loc_03500521PP_gmb,Yes,1,,"Visit <a href=""https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b"" target=""_blank"">https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b</a> to see updated information about vaccine availability at this site and others in your area.",Tarrant,https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b,,1970-01-01T00:00:00Z,Retail,990,,no,"2109 Harwood Rd, Bedford, TX",https://www.dshs.texas.gov/coronavirus/,,Bedford,Kroger Pharmacy 521,,Yes,,(817) 685-9628,no,no,No,none,1970-01-01T00:00:00Z,Open,No,na,,none,https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx,,,
1355,,2021-01-15T23:34:39.294Z,2021-01-15T23:34:39.294Z,a94b29a2-6ef3-49ff-9bcd-1d7fd25aa0e8,"To learn more about COVID-19 vaccine eligibility, visit <a href=""https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx"" target=""_blank"">https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx</a>.",47687.0,991,No,TX,,,Private,http://www.kroger.com/stores/details/011/00373?cid=loc_01100373PP_gmb,Yes,1,,"Visit <a href=""https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b"" target=""_blank"">https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b</a> to see updated information about vaccine availability at this site and others in your area.",Montgomery,https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b,,1970-01-01T00:00:00Z,Retail,991,,no,"2301 Rayford Rd, Spring, TX",https://www.dshs.texas.gov/coronavirus/,,Spring,Kroger Pharmacy 373,,Yes,,(832) 813-0410,no,no,No,none,1970-01-01T00:00:00Z,Open,No,na,,none,https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx,,,
1356,,2021-01-15T23:34:40.201Z,2021-02-07T18:59:05.350Z,38c2efb6-f8e8-46dc-a659-072b9345ae2d,"To learn more about COVID-19 vaccine eligibility, visit <a href=""https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx"" target=""_blank"">https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx</a>.",47692.0,994,No,TX,,,Private,http://www.kroger.com/stores/details/035/00591?cid=loc_03500591PP_gmb,Yes,1,,"Visit <a href=""https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b"" target=""_blank"">https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b</a> to see updated information about vaccine availability at this site and others in your area.",Johnson,https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b,,1970-01-01T00:00:00Z,Retail,994,,no,"1631 Sw Wilshire Blvd, Burleson, TX",https://www.dshs.texas.gov/coronavirus/,,Burleson,Kroger Pharmacy 591,,Yes,,(817) 258-5952,no,no,No,none,1970-01-01T00:00:00Z,Open,No,na,,none,https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx,,,
1357,,2021-01-15T23:34:41.451Z,2021-02-07T18:59:05.350Z,e3988f32-94d1-4e9a-8375-38a707f14541,"To learn more about COVID-19 vaccine eligibility, visit <a href=""https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx"" target=""_blank"">https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx</a>.",47699.0,998,No,TX,,,Private,http://www.kroger.com/stores/details/034/00733?cid=loc_03400733PP_gmb,Yes,1,,"Visit <a href=""https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b"" target=""_blank"">https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b</a> to see updated information about vaccine availability at this site and others in your area.",Fort Bend,https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b,,1970-01-01T00:00:00Z,Retail,998,,no,"1550 W Grand Pkwy S, Katy, TX",https://www.dshs.texas.gov/coronavirus/,,Katy,Kroger Pharmacy 733,,Yes,,(281) 693-0606,no,no,No,none,1970-01-01T00:00:00Z,Open,No,na,,none,https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx,,,
1358,,2021-01-15T23:34:42.342Z,2021-02-07T18:59:05.350Z,a43a6902-b6b1-4512-bfd4-64f1f9673b8c,"To learn more about COVID-19 vaccine eligibility, visit <a href=""https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx"" target=""_blank"">https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx</a>.",47704.0,1001,No,TX,,,Private,http://www.kroger.com/stores/details/026/00545?cid=loc_02600545PP_gmb,Yes,1,,"Visit <a href=""https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b"" target=""_blank"">https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b</a> to see updated information about vaccine availability at this site and others in your area.",Dallas,https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b,,1970-01-01T00:00:00Z,Retail,1001,,no,"1001 N Beckley Ste 500, Desoto, TX",https://www.dshs.texas.gov/coronavirus/,,Desoto,Kroger Pharmacy 545,,Yes,,(972) 224-3225,no,no,No,none,1970-01-01T00:00:00Z,Open,No,na,,none,https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx,,,
1359,,2021-01-15T23:34:44.451Z,2021-02-07T18:59:05.350Z,3b126834-3be2-4a8e-b694-6e8af2108f8b,"To learn more about COVID-19 vaccine eligibility, visit <a href=""https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx"" target=""_blank"">https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx</a>.",47715.0,1007,No,TX,,,Private,http://www.kroger.com/stores/details/034/00321?cid=loc_03400321PP_gmb,Yes,1,,"Visit <a href=""https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b"" target=""_blank"">https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b</a> to see updated information about vaccine availability at this site and others in your area.",Brazoria,https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b,,1970-01-01T00:00:00Z,Retail,1007,,no,"3100 Hwy 35, Alvin, TX",https://www.dshs.texas.gov/coronavirus/,,Alvin,Kroger Pharmacy 321,,Yes,,(281) 388-3403,no,no,No,none,1970-01-01T00:00:00Z,Open,No,na,,none,https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx,,,
1360,,2021-01-15T23:34:44.623Z,2021-02-07T18:59:05.350Z,28cd0271-6453-46b7-a222-1afe96cbc77d,"To learn more about COVID-19 vaccine eligibility, visit <a href=""https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx"" target=""_blank"">https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx</a>.",47716.0,1008,No,TX,,,Private,https://www.kroger.com/stores/details/034/00358?cid=loc_03400358_gmb,Yes,1,,"Visit <a href=""https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b"" target=""_blank"">https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b</a> to see updated information about vaccine availability at this site and others in your area.",Harris,https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b,,1970-01-01T00:00:00Z,Retail,1008,,no,"5671 Treaschwig Rd, Spring, TX",https://www.dshs.texas.gov/coronavirus/,,Spring,Kroger Pharmacy 358,,Yes,,(281) 443-2883,no,no,No,none,1970-01-01T00:00:00Z,Open,No,na,,none,https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx,,,
1361,,2021-01-15T23:34:46.030Z,2021-02-07T18:59:05.350Z,379ca3fd-a3af-4480-accf-41cff5b00002,"To learn more about COVID-19 vaccine eligibility, visit <a href=""https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx"" target=""_blank"">https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx</a>.",47723.0,1012,No,TX,,,Private,,Yes,1,,"Visit <a href=""https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b"" target=""_blank"">https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b</a> to see updated information about vaccine availability at this site and others in your area.",Tarrant,https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b,,1970-01-01T00:00:00Z,Retail,1012,,no,"5101 W Sublett Rd, Arlington, TX",https://www.dshs.texas.gov/coronavirus/,,Arlington,Kroger Pharmacy 592,,Yes,,(817) 516-3763,no,no,No,none,1970-01-01T00:00:00Z,Open,No,na,,none,https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx,,,
1362,,2021-01-15T23:34:46.248Z,2021-02-07T18:59:05.350Z,85b2c0f7-61df-432a-b18a-2cb8a4bba976,"To learn more about COVID-19 vaccine eligibility, visit <a href=""https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx"" target=""_blank"">https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx</a>.",47724.0,1013,No,TX,,,Private,https://www.kroger.com/stores/details/034/00349?cid=loc_03400349_gmb,Yes,1,,"Visit <a href=""https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b"" target=""_blank"">https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b</a> to see updated information about vaccine availability at this site and others in your area.",Harris,https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b,,1970-01-01T00:00:00Z,Retail,1013,,no,"1520 Eldridge Pkwy, Houston, TX",https://www.dshs.texas.gov/coronavirus/,,Houston,Kroger Pharmacy 349,,Yes,,(281) 496-7719,no,no,No,none,1970-01-01T00:00:00Z,Open,No,na,,none,https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx,,,
1363,,2021-01-15T23:34:46.451Z,2021-02-07T18:59:05.350Z,560ffe66-0ecd-42c2-9007-b3c61e76b28c,"To learn more about COVID-19 vaccine eligibility, visit <a href=""https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx"" target=""_blank"">https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx</a>.",47725.0,1014,No,TX,,,Private,http://www.kroger.com/stores/details/034/00190?cid=loc_03400190PP_gmb,Yes,1,,"Visit <a href=""https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b"" target=""_blank"">https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b</a> to see updated information about vaccine availability at this site and others in your area.",Harris,https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b,,1970-01-01T00:00:00Z,Retail,1014,,no,"9475 Fm 1960 Bypass Rd W, Humble, TX",https://www.dshs.texas.gov/coronavirus/,,Humble,Kroger Pharmacy 190,,Yes,,(281) 973-5090,no,no,No,none,1970-01-01T00:00:00Z,Open,No,na,,none,https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx,,,
1364,,2021-01-15T23:34:46.639Z,2021-02-07T18:59:05.350Z,e190e08b-75d9-4839-af86-2355ee2d62bd,"To learn more about COVID-19 vaccine eligibility, visit <a href=""https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx"" target=""_blank"">https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx</a>.",47726.0,1015,No,TX,,,Private,http://www.kroger.com/stores/details/011/00431?cid=loc_01100431PP_gmb,Yes,1,,"Visit <a href=""https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b"" target=""_blank"">https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b</a> to see updated information about vaccine availability at this site and others in your area.",Anderson,https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b,,1970-01-01T00:00:00Z,Retail,1015,,no,"325 E Spring St, Palestine, TX",https://www.dshs.texas.gov/coronavirus/,,Palestine,Kroger Pharmacy 431,,Yes,,(903) 729-5362,no,no,No,none,1970-01-01T00:00:00Z,Open,No,na,,none,https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx,,,
1365,,2021-01-15T23:34:47.561Z,2021-02-07T18:59:05.350Z,ad6576d0-57af-4ac0-9e1b-39df644b906e,"To learn more about COVID-19 vaccine eligibility, visit <a href=""https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx"" target=""_blank"">https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx</a>.",47731.0,1018,No,TX,,,Private,http://www.kroger.com/stores/details/021/00735?cid=loc_02100735PP_gmb,Yes,1,,"Visit <a href=""https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b"" target=""_blank"">https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b</a> to see updated information about vaccine availability at this site and others in your area.",Harris,https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b,,1970-01-01T00:00:00Z,Retail,1018,,no,"12555 Briar Forest Dr, Houston, TX",https://www.dshs.texas.gov/coronavirus/,,Houston,Kroger Pharmacy 735,,Yes,,(281) 496-1092,no,no,No,none,1970-01-01T00:00:00Z,Open,No,na,,none,https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx,,,
1366,,2021-01-15T23:34:47.733Z,2021-02-07T18:59:05.350Z,1e2952d9-5645-4935-b11c-f85d50168328,"To learn more about COVID-19 vaccine eligibility, visit <a href=""https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx"" target=""_blank"">https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx</a>.",47732.0,1019,No,TX,,,Private,http://www.kroger.com/stores/details/018/00743?cid=loc_01800743PP_gmb,Yes,1,,"Visit <a href=""https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b"" target=""_blank"">https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b</a> to see updated information about vaccine availability at this site and others in your area.",Galveston,https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b,,1970-01-01T00:00:00Z,Retail,1019,,no,"151 N Friendswood Dr, Friendswood, TX",https://www.dshs.texas.gov/coronavirus/,,Friendswood,Kroger Pharmacy 743,,Yes,,(281)-992-1710,no,no,No,none,1970-01-01T00:00:00Z,Open,No,na,,none,https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx,,,
1367,,2021-01-15T23:34:48.718Z,2021-02-07T18:59:05.350Z,a7b5ab6f-4431-40f7-8404-d79fc02f8745,"To learn more about COVID-19 vaccine eligibility, visit <a href=""https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx"" target=""_blank"">https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx</a>.",47737.0,1022,No,TX,,,Private,,Yes,1,,"Visit <a href=""https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b"" target=""_blank"">https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b</a> to see updated information about vaccine availability at this site and others in your area.",Harris,https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b,,1970-01-01T00:00:00Z,Retail,1022,,no,"1035 N Shepherd Dr, Houston, TX",https://www.dshs.texas.gov/coronavirus/,,Houston,Kroger Pharmacy 312,,Yes,,(713) 880-4661,no,no,No,none,1970-01-01T00:00:00Z,Open,No,na,,none,https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx,,,
1368,,2021-01-15T23:34:49.734Z,2021-02-07T18:59:05.350Z,3836eded-9cf8-412f-a9a1-15b00ab55312,"To learn more about COVID-19 vaccine eligibility, visit <a href=""https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx"" target=""_blank"">https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx</a>.",47742.0,1025,No,TX,,,Private,http://www.kroger.com/stores/details/035/00953?cid=loc_03500953PP_gmb,Yes,1,,"Visit <a href=""https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b"" target=""_blank"">https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b</a> to see updated information about vaccine availability at this site and others in your area.",Harrison,https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b,,1970-01-01T00:00:00Z,Retail,1025,,no,"300 E End Blvd Hwy 80, Marshall, TX",https://www.dshs.texas.gov/coronavirus/,,Marshall,Kroger Pharmacy 953,,Yes,,(903) 935-7410,no,no,No,none,1970-01-01T00:00:00Z,Open,No,na,,none,https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx,,,
1369,,2021-01-15T23:34:49.952Z,2021-02-07T18:59:05.350Z,4d22f030-ab84-4718-9023-c92ad26cdab8,"To learn more about COVID-19 vaccine eligibility, visit <a href=""https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx"" target=""_blank"">https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx</a>.",47743.0,1026,No,TX,,,Private,http://www.kroger.com/stores/details/035/00436?cid=loc_03500436PP_gmb,Yes,1,,"Visit <a href=""https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b"" target=""_blank"">https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b</a> to see updated information about vaccine availability at this site and others in your area.",Dallas,https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b,,1970-01-01T00:00:00Z,Retail,1026,,no,"235 E Fm 1382, Cedar Hill, TX",https://www.dshs.texas.gov/coronavirus/,,Cedar Hill,Kroger Pharmacy 436,,Yes,,(972) 291-0224,no,no,No,none,1970-01-01T00:00:00Z,Open,No,na,,none,https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx,,,
1370,,2021-01-15T23:34:50.124Z,2021-02-07T18:59:05.350Z,0365c434-7fb9-4082-8fc0-3597c076c078,"To learn more about COVID-19 vaccine eligibility, visit <a href=""https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx"" target=""_blank"">https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx</a>.",47744.0,1027,No,TX,,,Private,http://www.kroger.com/stores/details/035/00448?cid=loc_03500448PP_gmb,Yes,1,,"Visit <a href=""https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b"" target=""_blank"">https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b</a> to see updated information about vaccine availability at this site and others in your area.",Dallas,https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b,,1970-01-01T00:00:00Z,Retail,1027,,no,"950 E Sandy Lake Rd, Coppell, TX",https://www.dshs.texas.gov/coronavirus/,,Coppell,Kroger Pharmacy 448,,Yes,,(972) 304-0823,no,no,No,none,1970-01-01T00:00:00Z,Open,No,na,,none,https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx,,,
1371,,2021-01-15T23:34:52.125Z,2021-01-15T23:34:52.125Z,fedc5b46-7194-49e4-96a3-ab2a8a36874e,"To learn more about COVID-19 vaccine eligibility, visit <a href=""https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx"" target=""_blank"">https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx</a>.",47755.0,1033,No,TX,,,Private,http://www.kroger.com/stores/details/018/00738?cid=loc_01800738PP_gmb,Yes,1,,"Visit <a href=""https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b"" target=""_blank"">https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b</a> to see updated information about vaccine availability at this site and others in your area.",Harris,https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b,,1970-01-01T00:00:00Z,Retail,1033,,no,"8745 Spring Cypress Rd, Spring, TX",https://www.dshs.texas.gov/coronavirus/,,Spring,Kroger Pharmacy 738,,Yes,,(832) 717-4111,no,no,No,none,1970-01-01T00:00:00Z,Open,No,na,,none,https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx,,,
1372,,2021-01-15T23:34:53.672Z,2021-01-15T23:34:53.672Z,521b4986-8f22-4eb9-b3fe-29bb418f2766,"To learn more about COVID-19 vaccine eligibility, visit <a href=""https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx"" target=""_blank"">https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx</a>.",47764.0,1038,No,TX,,,Private,http://www.kroger.com/stores/details/035/00570?cid=loc_03500570PP_gmb,Yes,1,,"Visit <a href=""https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b"" target=""_blank"">https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b</a> to see updated information about vaccine availability at this site and others in your area.",Denton,https://tdem.maps.arcgis.com/apps/webappviewer/index.html?id=3700a84845c5470cb0dc3ddace5c376b,,1970-01-01T00:00:00Z,Retail,1038,,no,"5021 Teasley Ln, Denton, TX",https://www.dshs.texas.gov/coronavirus/,,Denton,Kroger Pharmacy 570,,Yes,,(940) 380-4111,no,no,No,none,1970-01-01T00:00:00Z,Open,No,na,,none,https://www.dshs.state.tx.us/coronavirus/immunize/vaccine.aspx,,,
